3,0,28
3,0,27
3,0,26
3,0,28
3,0,27
3,0,26
0,1,12
3,0,27
3,0,27
3,0,26
3,0,26
3,0,26
3,0,28
3,0,26
3,0,26
3,0,27
3,0,27
3,0,30
3,0,27
3,0,33
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
3,0,26
3,0,26
3,0,30
3,0,27
3,0,30
3,0,30
3,0,27
3,0,27
1,1,17
3,0,26
3,0,27
3,0,29
3,0,26
3,1,27
3,0,26
3,0,27
1,1,17
3,0,27
3,0,29
1,1,18
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,29
1,1,17
3,0,26
0,1,13
3,0,26
3,0,27
3,0,30
3,0,27
0,1,12
3,0,26
3,0,29
3,0,27
0,1,12
3,0,27
3,0,27
3,0,30
3,0,26
3,0,26
3,0,27
3,0,26
3,0,27
3,0,27
3,0,30
3,0,30
3,0,27
3,0,33
3,0,32
3,0,26
3,0,30
3,0,27
3,0,27
3,0,26
3,0,27
0,1,12
2,1,22
3,0,27
3,0,26
3,0,30
3,0,26
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,29
3,0,30
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,29
3,0,27
3,0,30
1,1,17
3,0,30
3,0,26
3,0,27
3,1,26
3,0,27
3,0,27
3,0,30
3,0,30
3,0,26
3,0,27
3,0,26
1,1,17
2,1,22
3,0,27
3,0,26
3,0,27
3,0,27
3,0,28
3,0,26
3,0,27
3,0,26
3,0,27
3,0,27
3,0,27
3,1,29
3,0,27
3,0,26
3,0,31
3,1,27
3,0,27
3,0,26
3,0,31
3,0,28
3,0,27
1,1,17
3,1,26
3,0,26
3,0,33
3,0,29
3,0,27
3,0,26
3,0,27
1,1,16
3,1,27
3,0,30
3,0,28
3,0,30
3,0,26
1,1,16
3,0,26
3,0,29
3,0,31
3,0,27
3,0,26
0,1,13
3,0,27
3,0,27
3,0,30
3,0,30
3,0,27
3,0,27
3,0,27
3,0,30
3,0,26
3,0,26
3,0,29
3,0,29
3,0,27
2,1,25
3,0,30
3,0,27
3,0,29
3,0,27
3,0,26
3,0,27
3,0,25
3,0,27
3,0,31
1,1,17
3,0,34
3,0,26
3,0,28
3,0,27
3,0,28
3,0,27
3,0,30
3,1,27
3,0,27
3,0,26
3,0,27
3,0,27
1,1,17
1,1,17
3,0,30
3,0,27
3,0,28
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,33
3,0,27
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,29
3,0,26
1,1,17
3,0,26
3,0,26
2,1,22
3,0,30
3,0,27
3,0,26
3,0,26
3,0,29
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
2,1,22
3,0,26
0,1,12
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
3,0,31
3,0,27
3,0,26
3,0,28
3,0,27
3,0,29
3,0,26
3,0,30
3,0,27
3,0,30
3,0,27
3,0,26
3,0,26
3,0,26
3,0,26
3,0,26
3,0,27
3,0,26
3,0,26
3,1,30
3,0,26
3,0,27
0,1,13
3,0,27
0,1,12
2,1,22
0,1,12
3,0,26
1,1,17
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,26
3,0,26
3,0,26
3,0,27
3,0,26
3,0,30
2,1,22
1,1,17
3,0,26
3,0,27
3,0,33
3,0,27
3,0,27
3,0,29
3,0,30
3,0,29
3,0,26
3,0,30
3,0,26
3,0,27
3,0,26
3,0,27
1,1,17
3,0,26
1,1,17
3,0,27
3,0,27
3,0,33
3,0,30
3,0,27
3,0,28
0,1,12
3,0,26
3,0,26
3,0,26
3,0,26
3,0,30
3,0,27
3,0,26
3,0,30
3,0,26
3,0,26
3,0,26
3,0,26
3,0,30
2,1,22
3,0,27
3,0,26
3,0,26
3,0,27
3,0,26
3,0,26
3,0,31
3,0,27
3,0,26
1,1,17
3,0,27
3,0,26
3,0,30
3,0,26
3,0,27
3,0,26
3,1,26
0,1,12
3,1,26
2,1,22
3,0,27
3,0,26
3,0,27
3,0,28
3,0,28
3,0,30
3,0,27
3,0,26
3,0,26
3,0,26
3,0,27
3,0,27
3,0,26
1,1,17
3,0,27
3,0,27
3,0,26
3,0,30
3,0,27
3,0,27
3,0,30
2,1,22
3,0,29
3,0,27
3,0,27
3,0,26
3,0,27
3,1,27
3,0,26
0,1,12
3,0,29
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
2,1,22
3,1,30
3,0,26
3,0,27
3,0,26
3,0,26
1,1,17
3,0,27
3,0,30
3,0,27
3,0,30
3,0,30
3,0,27
3,0,30
2,1,22
3,0,25
3,0,27
3,0,30
3,0,27
3,0,27
0,1,12
3,0,26
3,0,27
3,0,26
3,0,26
2,1,21
3,0,30
3,0,30
1,1,17
3,0,27
3,0,30
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,27
3,0,28
3,0,27
3,0,26
3,0,30
3,0,27
3,0,26
3,0,26
3,0,29
3,0,26
3,0,26
3,0,27
3,0,26
3,0,27
3,0,27
3,0,27
3,0,26
3,0,29
3,1,26
2,1,22
3,0,27
2,1,22
3,0,26
2,1,22
3,0,29
3,0,27
3,0,28
3,0,28
3,0,27
3,0,27
3,1,27
3,0,27
3,0,26
3,0,27
3,0,30
0,1,12
3,0,26
3,0,27
0,1,12
3,0,27
3,0,26
3,0,30
3,0,30
3,0,26
3,0,30
1,1,20
3,0,27
3,0,26
3,0,26
3,0,29
0,1,13
3,0,26
3,0,26
3,0,27
3,0,27
1,1,17
3,0,27
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,26
3,0,30
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
3,0,29
3,0,27
3,0,26
2,1,22
2,1,21
2,1,25
3,0,30
3,0,27
3,0,26
3,0,26
3,0,27
3,1,27
3,0,26
3,0,26
3,0,27
3,0,26
3,0,27
3,0,26
3,0,29
3,0,27
3,0,27
3,0,30
0,1,12
3,0,28
3,0,27
3,0,27
3,0,27
1,1,17
3,0,26
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
3,0,30
3,0,27
3,0,30
3,0,27
3,0,30
3,0,27
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
0,1,13
3,0,27
3,0,27
0,1,13
3,0,27
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
3,0,26
3,0,26
3,0,27
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,26
3,0,26
3,0,29
3,0,26
3,0,27
3,0,27
3,0,30
3,0,26
3,0,27
3,0,28
3,0,32
3,0,27
3,0,30
3,0,26
3,0,26
3,0,27
3,0,27
3,1,27
3,0,27
3,0,34
3,0,26
3,0,30
3,0,26
3,0,27
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,27
1,1,20
3,0,26
2,1,23
3,0,26
3,0,27
3,0,27
3,0,26
3,0,27
3,0,30
3,0,26
3,0,27
3,0,26
3,0,30
3,1,31
3,0,26
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,27
3,0,29
3,0,29
3,0,26
3,0,28
3,0,27
1,1,17
3,0,26
3,0,29
3,0,27
3,0,27
3,0,27
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
1,1,21
3,0,27
3,0,27
0,1,13
3,0,26
3,0,27
3,1,27
3,0,30
3,0,28
3,0,27
3,0,26
3,0,26
3,0,27
3,0,30
3,0,27
3,0,30
3,0,26
3,0,27
3,0,26
3,0,28
3,0,27
3,0,27
0,1,13
3,0,27
3,0,27
3,0,26
3,0,27
3,0,27
3,0,30
3,0,27
3,0,27
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,26
3,0,26
3,0,27
3,0,30
3,0,32
3,0,30
3,0,30
3,0,27
3,0,26
3,0,26
3,0,26
3,0,26
3,1,29
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
3,0,30
3,0,28
3,0,26
3,0,26
3,0,27
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,26
1,1,20
3,0,26
3,0,26
3,0,27
3,0,26
3,0,27
3,0,26
2,1,22
3,1,26
3,0,30
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,27
3,0,29
3,0,27
3,0,26
0,1,13
3,0,26
3,0,27
1,1,17
3,0,26
3,0,28
3,0,27
3,1,27
3,0,31
3,0,27
3,0,27
3,0,26
3,0,30
3,0,27
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
2,1,22
3,0,27
3,0,26
3,0,27
3,0,26
3,0,27
3,0,27
3,0,30
3,0,30
3,0,27
3,0,29
3,0,27
3,0,27
3,0,27
1,1,17
3,0,26
3,1,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
3,0,26
3,0,31
3,0,26
3,0,27
3,0,26
3,0,27
3,0,26
3,0,29
3,0,26
3,0,27
1,1,17
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,27
3,1,26
3,0,27
2,1,21
3,0,26
3,0,26
3,0,27
3,0,29
3,0,29
1,1,16
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
2,1,22
3,0,27
3,0,27
3,1,27
0,1,12
3,0,26
3,0,27
3,0,26
3,0,30
3,0,26
3,0,26
3,0,30
3,0,26
3,0,30
3,0,27
3,0,27
3,0,26
3,0,30
3,0,26
3,0,27
3,0,27
3,0,27
3,0,27
3,0,26
1,1,17
3,0,26
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,27
3,0,28
3,0,28
3,0,26
3,0,26
0,1,12
3,0,30
3,0,26
3,0,29
3,0,27
3,0,28
3,0,30
3,0,27
1,1,21
3,0,27
3,0,30
3,0,27
3,0,26
3,0,26
3,0,27
3,0,26
3,0,34
3,0,26
3,0,26
3,0,26
0,1,12
3,0,26
3,0,27
3,0,28
3,0,27
3,0,29
3,0,26
3,0,29
3,0,26
3,0,27
3,0,27
3,0,27
0,1,12
3,0,27
3,0,27
3,0,26
3,0,26
3,0,27
3,0,26
3,0,27
3,0,27
3,0,27
3,0,26
3,0,27
3,0,27
3,0,27
3,0,28
3,0,27
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
0,1,12
3,0,27
0,1,12
3,0,26
3,0,27
3,0,27
3,1,27
3,0,27
0,1,12
3,0,30
3,0,30
3,0,26
3,0,26
3,0,30
3,0,27
3,1,27
3,0,26
1,1,17
3,0,27
1,1,17
3,0,27
2,1,22
3,0,26
3,0,27
3,0,26
2,1,22
3,0,28
3,0,27
3,0,27
3,0,26
3,0,27
3,0,27
3,0,31
3,0,26
3,0,27
3,0,26
3,0,27
3,0,27
3,0,26
3,0,26
2,1,22
3,0,30
3,0,30
3,0,27
3,0,27
3,0,27
3,0,26
3,0,27
1,1,17
0,1,12
3,0,26
3,1,27
3,0,27
3,0,26
3,0,27
3,0,29
3,0,30
3,0,29
3,0,27
3,0,27
3,0,26
3,0,27
3,0,26
3,0,26
3,0,26
3,0,27
3,0,27
3,0,27
3,0,29
3,0,31
3,1,30
3,0,27
3,0,30
3,0,27
3,0,26
3,0,27
3,0,27
1,1,17
3,0,27
3,0,27
3,0,27
3,0,27
3,0,26
3,0,26
3,0,26
1,1,17
3,0,27
3,0,27
3,0,27
3,0,29
3,0,27
3,0,27
3,0,26
3,0,27
3,0,27
3,0,26
3,0,30
3,0,27
3,0,26
1,1,17
3,0,26
3,0,30
3,0,28
3,0,26
3,0,30
3,0,27
3,0,27
3,0,26
3,0,26
3,0,26
