1,15,27,-33
1,15,37,-33
1,15,26,-32
1,15,29,-33
1,15,26,-32
1,15,28,-33
1,15,25,-33
1,15,28,-32
1,15,27,-33
1,15,28,-32
1,14,30,-33
1,14,26,-33
1,14,41,-32
1,14,28,-33
1,14,25,-33
1,13,32,-32
1,13,33,-32
1,13,30,-33
1,13,29,-32
1,13,24,-33
1,12,25,-33
1,12,32,-32
1,12,32,-33
1,12,26,-32
1,12,30,-32
1,11,26,-33
1,11,24,-32
1,11,26,-33
1,11,32,-32
1,11,26,-32
1,10,31,-32
1,10,23,-32
1,10,30,-32
1,10,34,-33
1,10,29,-33
1,9,25,-33
1,9,27,-33
1,9,25,-33
1,9,30,-33
1,9,29,-33
1,8,26,-33
1,8,29,-33
1,8,24,-32
1,8,30,-33
1,8,28,-33
1,7,27,-32
1,7,32,-32
1,7,30,-32
1,7,33,-33
1,7,22,-33
1,6,31,-32
1,6,37,-33
1,6,27,-33
1,6,25,-33
1,6,25,-32
1,5,29,-33
1,5,30,-33
1,5,25,-32
1,5,34,-32
1,5,33,-32
1,4,27,-33
1,4,27,-33
1,4,25,-33
1,4,26,-33
1,4,23,-33
1,3,23,-33
1,3,30,-33
1,3,32,-33
1,3,25,-33
1,3,24,-33
1,2,25,-32
1,2,33,-32
1,2,41,-32
1,2,28,-32
1,2,29,-32
1,1,34,-32
1,1,30,-32
1,1,31,-32
1,1,34,-33
1,1,34,-32
1,1,30,-32
1,1,27,-33
1,1,40,-32
1,1,33,-33
1,1,29,-32
1,1,29,-32
1,1,22,-33
1,1,34,-32
1,1,26,-33
1,1,29,-33
1,1,32,-32
1,1,33,-32
1,1,29,-33
1,1,29,-32
1,1,28,-32
1,1,29,-33
1,1,34,-32
1,1,34,-32
1,1,27,-33
1,1,29,-33
1,1,23,-33
1,1,27,-32
1,1,33,-33
1,1,32,-32
1,1,35,-32
1,1,29,-33
1,1,33,-32
1,1,32,-32
1,1,25,-32
1,1,32,-33
1,1,31,-32
1,1,30,-32
1,1,28,-33
1,1,28,-32
1,1,25,-33
1,1,25,-33
1,1,27,-32
1,1,26,-32
1,1,35,-33
1,1,36,-32
1,1,25,-33
1,1,32,-32
1,1,28,-32
1,1,28,-33
1,1,29,-32
1,1,27,-32
1,1,27,-33
1,1,24,-33
1,1,33,-32
1,1,24,-33
1,1,30,-32
1,1,30,-32
1,1,33,-32
1,1,26,-33
1,1,37,-32
1,1,30,-32
1,1,33,-33
1,1,32,-32
1,1,25,-32
1,1,26,-33
1,1,30,-32
1,1,26,-33
1,1,29,-32
1,1,33,-32
1,1,31,-32
1,1,29,-33
1,1,31,-33
1,1,25,-32
1,1,26,-32
1,1,24,-33
1,1,23,-32
1,1,32,-33
1,1,27,-32
1,1,29,-32
1,1,23,-32
1,1,36,-33
1,1,28,-32
1,1,25,-33
1,1,26,-32
1,1,22,-32
1,1,26,-33
1,1,33,-32
1,1,29,-32
1,1,32,-33
1,1,36,-33
1,1,32,-32
1,1,26,-33
1,1,33,-32
1,1,30,-32
1,1,22,-33
1,1,29,-33
1,1,35,-32
1,1,30,-33
1,1,26,-32
1,1,32,-32
1,1,31,-33
1,1,32,-32
1,1,31,-32
1,1,30,-33
1,1,31,-33
1,1,24,-33
1,1,30,-32
1,1,29,-32
1,1,29,-33
1,1,24,-33
1,1,28,-32
1,1,31,-33
