0,15,41,-20
0,15,26,-20
0,15,29,-20
0,15,32,-20
0,15,26,-20
0,15,27,-20
0,15,29,-20
0,15,27,-20
0,15,33,-20
0,15,33,-20
0,14,43,-20
0,14,23,-20
0,14,29,-20
0,14,33,-20
0,14,22,-20
0,13,33,-20
0,13,28,-20
0,13,27,-20
0,13,41,-20
0,13,33,-20
0,12,41,-20
0,12,29,-20
0,12,24,-20
0,12,41,-20
0,12,27,-20
0,11,31,-20
0,11,33,-20
0,11,41,-20
0,11,33,-20
0,11,26,-20
0,10,33,-20
0,10,24,-20
0,10,24,-20
0,10,24,-20
0,10,31,-20
0,9,26,-20
0,9,32,-20
0,9,31,-20
0,9,32,-20
0,9,26,-20
0,8,33,-20
0,8,29,-20
0,8,23,-20
0,8,42,-20
0,8,32,-20
0,7,42,-20
0,7,41,-20
0,7,24,-20
0,7,33,-20
0,7,41,-20
0,6,23,-20
0,6,41,-20
0,6,43,-20
0,6,25,-20
0,6,25,-20
0,5,30,-20
0,5,42,-20
0,5,43,-20
0,5,25,-20
0,5,27,-20
0,4,33,-20
0,4,41,-20
0,4,26,-20
0,4,32,-20
0,4,32,-20
0,3,32,-20
0,3,41,-20
0,3,28,-20
0,3,32,-20
0,3,23,-20
0,2,26,-20
0,2,29,-20
0,2,26,-20
0,2,25,-20
0,2,32,-20
0,1,24,-20
0,1,41,-20
0,1,31,-20
0,1,24,-20
0,1,41,-20
0,1,43,-20
0,1,27,-20
0,1,31,-20
0,1,42,-20
0,1,32,-20
0,1,29,-20
0,1,24,-20
0,1,28,-20
0,1,33,-20
0,1,25,-20
0,1,28,-20
0,1,41,-20
0,1,32,-20
0,1,29,-20
0,1,43,-20
0,1,31,-20
0,1,30,-20
0,1,42,-20
0,1,43,-20
0,1,28,-20
0,1,27,-20
0,1,23,-20
0,1,30,-20
0,1,25,-20
0,1,32,-20
0,1,41,-20
0,1,31,-20
0,1,30,-20
0,1,26,-20
0,1,26,-20
0,1,41,-20
0,1,41,-20
0,1,26,-20
0,1,40,-20
0,1,33,-20
0,1,29,-20
0,1,23,-20
0,1,30,-20
0,1,26,-20
0,1,42,-20
0,1,32,-20
0,1,42,-20
0,1,42,-20
0,1,41,-20
0,1,25,-20
0,1,42,-20
0,1,32,-20
0,1,26,-20
0,1,23,-20
0,1,40,-20
0,1,32,-20
0,1,42,-20
0,1,32,-20
0,1,29,-20
0,1,26,-20
0,1,29,-20
0,1,42,-20
0,1,25,-20
0,1,25,-20
0,1,31,-20
0,1,28,-20
0,1,42,-20
0,1,33,-20
0,1,42,-20
0,1,41,-20
0,1,25,-20
0,1,24,-20
0,1,24,-20
0,1,41,-20
0,1,28,-20
0,1,41,-20
0,1,30,-20
0,1,41,-20
0,1,41,-20
0,1,31,-20
0,1,41,-20
0,1,28,-20
0,1,33,-20
0,1,31,-20
0,1,42,-20
0,1,41,-20
0,1,43,-20
0,1,30,-20
0,1,42,-20
0,1,33,-20
0,1,33,-20
0,1,41,-20
0,1,30,-20
0,1,33,-20
0,1,28,-20
0,1,27,-20
0,1,42,-20
0,1,25,-20
0,1,29,-20
0,1,30,-20
0,1,33,-20
0,1,25,-20
0,1,41,-20
0,1,32,-20
0,1,26,-20
0,1,26,-20
0,1,42,-20
0,1,41,-20
0,1,26,-20
0,1,41,-20
0,1,41,-20
0,1,23,-20
0,1,29,-20
0,1,26,-20
0,1,29,-20
0,1,31,-20
0,1,28,-20
0,1,42,-20
0,1,26,-20
0,1,26,-20
0,1,32,-20
0,1,28,-20
0,1,22,-20
0,1,24,-20
0,1,43,-20
0,1,27,-20
0,1,24,-20
0,1,42,-20
1,1,42,-20
0,1,26,-20
0,1,42,-20
0,1,27,-20
0,1,32,-20
0,1,33,-20
0,1,41,-20
0,1,31,-20
0,1,29,-20
0,1,42,-20
0,1,33,-20
0,1,41,-20
0,1,42,-20
0,1,41,-20
0,1,25,-20
0,1,29,-20
0,1,24,-20
0,1,32,-20
0,1,26,-20
0,1,29,-20
0,1,30,-20
0,1,42,-20
0,1,42,-20
0,1,26,-20
0,1,33,-20
0,1,41,-20
0,1,32,-20
0,1,32,-20
0,1,32,-20
0,1,32,-20
0,1,41,-20
0,1,32,-20
0,1,25,-20
0,1,22,-20
0,1,25,-20
0,1,26,-20
0,1,41,-20
0,1,26,-20
0,1,42,-20
0,1,41,-20
0,1,42,-20
0,1,23,-20
0,1,23,-20
0,1,27,-20
0,1,42,-20
0,1,23,-20
0,1,42,-20
0,1,41,-20
0,1,33,-20
0,1,42,-20
0,1,26,-20
0,1,24,-20
0,1,30,-20
0,1,29,-20
0,1,42,-20
0,1,29,-20
0,1,28,-20
0,1,29,-20
0,1,27,-20
0,1,41,-20
0,1,26,-20
0,1,29,-20
0,1,41,-20
0,1,41,-20
0,1,29,-20
0,1,43,-20
0,1,32,-20
0,1,26,-20
0,1,43,-20
0,1,25,-20
0,1,42,-20
0,1,27,-20
0,1,42,-20
0,1,24,-20
0,1,27,-20
0,1,26,-20
0,1,25,-20
0,1,30,-20
0,1,32,-20
0,1,29,-20
0,1,25,-20
0,1,27,-20
0,1,42,-20
0,1,32,-20
0,1,29,-20
0,1,33,-20
0,1,41,-20
0,1,41,-20
0,1,28,-20
0,1,26,-20
0,1,32,-20
0,1,25,-20
0,1,25,-20
0,1,33,-20
0,1,28,-20
0,1,42,-20
0,1,29,-20
0,1,41,-20
0,1,33,-20
0,1,32,-20
0,1,33,-20
0,1,43,-20
0,1,41,-20
0,1,42,-20
0,1,42,-20
0,1,41,-20
0,1,42,-20
0,1,30,-20
0,1,42,-20
0,1,43,-20
0,1,29,-20
0,1,31,-20
0,1,41,-20
0,1,42,-20
0,1,43,-20
0,1,30,-20
0,1,41,-20
0,1,32,-20
0,1,41,-20
0,1,32,-20
0,1,27,-20
0,1,25,-20
0,1,25,-20
0,1,42,-20
0,1,26,-20
0,1,42,-20
0,1,31,-20
0,1,42,-20
0,1,25,-20
0,1,33,-20
0,1,40,-20
0,1,32,-20
0,1,32,-20
0,1,42,-20
0,1,42,-20
0,1,29,-20
0,1,23,-20
0,1,24,-20
0,1,33,-20
0,1,29,-20
0,1,26,-20
0,1,25,-20
0,1,29,-20
0,1,42,-20
0,1,42,-20
0,1,22,-20
0,1,25,-20
0,1,31,-20
0,1,26,-20
0,1,29,-20
0,1,31,-20
0,1,41,-20
0,1,24,-20
0,1,41,-20
0,1,29,-20
0,1,42,-20
0,1,32,-20
0,1,26,-20
0,1,31,-20
0,1,41,-20
0,1,31,-20
0,1,33,-20
0,1,27,-20
0,1,25,-20
0,1,28,-20
0,1,26,-20
0,1,27,-20
0,1,42,-20
0,1,41,-20
0,1,32,-20
0,1,32,-20
0,1,43,-20
0,1,32,-20
0,1,29,-20
0,1,28,-20
0,1,23,-20
0,1,32,-20
0,1,28,-20
0,1,31,-20
0,1,26,-20
0,1,28,-20
0,1,32,-20
0,1,42,-20
0,1,41,-20
0,1,29,-20
0,1,32,-20
0,1,31,-20
0,1,27,-20
0,1,42,-20
0,1,42,-20
0,1,33,-20
0,1,32,-20
0,1,29,-20
0,1,40,-20
0,1,29,-20
0,1,43,-20
0,1,41,-20
0,1,41,-20
0,1,31,-20
0,1,25,-20
0,1,32,-20
0,1,43,-20
0,1,41,-20
0,1,32,-20
0,1,41,-20
0,1,27,-20
0,1,29,-20
0,1,30,-20
0,1,42,-20
0,1,42,-20
0,1,42,-20
0,1,29,-20
0,1,28,-20
0,1,28,-20
0,1,32,-20
0,1,24,-20
0,1,43,-20
0,1,31,-20
0,1,24,-20
0,1,29,-20
0,1,43,-20
0,1,42,-20
0,1,29,-20
0,1,25,-20
0,1,32,-20
0,1,25,-20
0,1,25,-20
0,1,32,-20
0,1,41,-20
0,1,42,-20
0,1,40,-20
0,1,27,-20
0,1,27,-20
0,1,41,-20
0,1,32,-20
0,1,29,-20
0,1,42,-20
0,1,26,-20
0,1,30,-20
0,1,41,-20
0,1,41,-20
0,1,33,-20
0,1,32,-20
0,1,42,-20
0,1,32,-20
0,1,41,-20
0,1,23,-20
0,1,41,-20
0,1,41,-20
0,1,29,-20
0,1,42,-20
0,1,28,-20
0,1,41,-20
0,1,30,-20
0,1,24,-20
0,1,33,-20
0,1,42,-20
0,1,32,-20
0,1,25,-20
0,1,30,-20
0,1,32,-20
0,1,43,-20
0,1,33,-20
0,1,29,-20
0,1,33,-20
0,1,31,-20
0,1,25,-20
0,1,25,-20
0,1,41,-20
0,1,33,-20
0,1,33,-20
0,1,41,-20
0,1,33,-20
0,1,42,-20
0,1,32,-20
0,1,33,-20
0,1,28,-20
0,1,42,-20
0,1,25,-20
0,1,42,-20
0,1,29,-20
0,1,32,-20
0,1,27,-20
0,1,31,-20
0,1,30,-20
0,1,33,-20
0,1,41,-20
0,1,42,-20
0,1,24,-20
0,1,28,-20
0,1,31,-20
0,1,24,-20
0,1,27,-20
0,1,31,-20
0,1,25,-20
0,1,30,-20
0,1,41,-20
0,1,26,-20
0,1,42,-20
0,1,28,-20
0,1,25,-20
0,1,31,-20
0,1,25,-20
0,1,29,-20
0,1,28,-20
0,1,27,-20
0,1,33,-20
0,1,25,-20
0,1,26,-20
0,1,32,-20
0,1,25,-20
0,1,24,-20
0,1,29,-20
0,1,29,-20
0,1,24,-20
0,1,29,-20
0,1,28,-20
0,1,41,-20
0,1,25,-20
0,1,29,-20
0,1,29,-20
0,1,41,-20
0,1,29,-20
0,1,41,-20
0,1,29,-20
0,1,33,-20
0,1,24,-20
0,1,30,-20
0,1,41,-20
0,1,42,-20
0,1,23,-20
0,1,27,-20
0,1,24,-20
0,1,25,-20
0,1,31,-20
0,1,26,-20
0,1,41,-20
0,1,25,-20
0,1,32,-20
0,1,42,-20
0,1,27,-20
0,1,32,-20
0,1,29,-20
0,1,30,-20
0,1,22,-20
0,1,26,-20
0,1,29,-20
0,1,29,-20
0,1,42,-20
0,1,32,-20
0,1,33,-20
0,1,41,-20
0,1,31,-20
0,1,30,-20
0,1,30,-20
0,1,31,-20
0,1,41,-20
0,1,29,-20
0,1,29,-20
0,1,31,-20
0,1,22,-20
